This, line, contains, headers, and, can, be, ignored ,,,,,,
,,,,,EQ_HSI,0,,,,,,parallel shift,0.6093
,,,,,EQ_IBEX,0,,,,,,parallel shift,0.18125
,,,,,EQ_IXIC,0,,,,,,parallel shift,0.059777
,,,,,EQ_KLSE,0,,,,,,parallel shift,-0.1786
,,,,,EQ_KS11,0,,,,,,parallel shift,-0.44953
,,,,,EQ_MSCIWO,0,,,,,,parallel shift,-0.71101
,,,,,EQ_MSDUEAFE,0,,,,,,parallel shift,0.30387
,,,,,EQ_MSEUEGF,0,,,,,,parallel shift,0.50568
,,,,,EQ_N100,0,,,,,,parallel shift,0.09894
,,,,,EQ_N225,0,,,,,,parallel shift,0.014627
,,,,,EQ_NDX,0,,,,,,parallel shift,0.0092587
,,,,,EQ_PX,0,,,,,,parallel shift,0.03823
,,,,,EQ_RUX,0,,,,,,parallel shift,0.12671
,,,,,EQ_SETI,0,,,,,,parallel shift,0.15593
,,,,,EQ_SPX,0,,,,,,parallel shift,-0.054053
,,,,,EQ_SSEC,0,,,,,,parallel shift,0.34567
,,,,,EQ_STOXX50E,0,,,,,,parallel shift,0.2134
,,,,,EQ_TOPX,0,,,,,,parallel shift,0.027775
,,,,,EQ_WIG,0,,,,,,parallel shift,-0.0047623
,,,,,EQ_ASE,0,,,,,,parallel shift,-0.2288
,,,,,EQ_CECEEUR,0,,,,,,parallel shift,0.31495
,,,,,EQ_EMUMIDCAP,0,,,,,,parallel shift,-0.027947
,,,,,EQ_FBM100,0,,,,,,parallel shift,0.28689
,,,,,EQ_HFRXEW,0,,,,,,parallel shift,0.09149
,,,,,EQ_HFRXGLE,0,,,,,,parallel shift,0.018034
,,,,,EQ_MSDLWI,0,,,,,,parallel shift,-0.26035
,,,,,EQ_MXEF,0,,,,,,parallel shift,-0.28666
,,,,,EQ_MXEU,0,,,,,,parallel shift,0.11948
,,,,,EQ_MXLA,0,,,,,,parallel shift,0.23607
,,,,,EQ_MXME,0,,,,,,parallel shift,0.24989
,,,,,EQ_MXWO0IT,0,,,,,,parallel shift,0.021024
,,,,,EQ_NIFTY,0,,,,,,parallel shift,0.25967
,,,,,EQ_OPALPACX,0,,,,,,parallel shift,-0.24154
,,,,,EQ_RAAX,0,,,,,,parallel shift,-0.16829
,,,,,EQ_SPEURO,0,,,,,,parallel shift,-0.075931
,,,,,EQ_TPXDDVD,0,,,,,,parallel shift,0.27912
,,,,,EQ_XU100,0,,,,,,parallel shift,0.077689
,,,,,EQIV_4GSPC,0,,,,,,parallel shift,0.66703
,,,,,EQIV_AEX,0,,,,,,parallel shift,-0.44035
,,,,,EQIV_BETFI,0,,,,,,parallel shift,-0.27035
,,,,,EQIV_BETI,0,,,,,,parallel shift,-0.55615
,,,,,EQIV_BUX,0,,,,,,parallel shift,-0.60476
,,,,,EQIV_CEMU_USD,0,,,,,,parallel shift,0.43506
,,,,,EQIV_CIEU,0,,,,,,parallel shift,0.63934
,,,,,EQIV_CIJP_USD,0,,,,,,parallel shift,-0.56333
,,,,,EQIV_CIKK_USD,0,,,,,,parallel shift,-0.34719
,,,,,EQIV_FTSE,0,,,,,,parallel shift,-0.174
,,,,,EQIV_HSI,0,,,,,,parallel shift,-0.20456
,,,,,EQIV_IBEX,0,,,,,,parallel shift,0.41315
,,,,,EQIV_IXIC,0,,,,,,parallel shift,0.30391
,,,,,EQIV_KLSE,0,,,,,,parallel shift,-0.28311
,,,,,EQIV_KS11,0,,,,,,parallel shift,-0.3703
,,,,,EQIV_MSCIWO,0,,,,,,parallel shift,-0.0064847
,,,,,EQIV_MSDUEAFE,0,,,,,,parallel shift,-0.0030396
,,,,,EQIV_MSEUEGF,0,,,,,,parallel shift,0.29187
,,,,,EQIV_N100,0,,,,,,parallel shift,-0.11148
,,,,,EQIV_N225,0,,,,,,parallel shift,-0.76439
,,,,,EQIV_NDX,0,,,,,,parallel shift,-0.5663
,,,,,EQIV_PX,0,,,,,,parallel shift,0.087173
,,,,,EQIV_RUX,0,,,,,,parallel shift,-0.68471
,,,,,EQIV_SETI,0,,,,,,parallel shift,-0.082408
,,,,,EQIV_SPX,0,,,,,,parallel shift,-0.091381
,,,,,EQIV_SSEC,0,,,,,,parallel shift,0.3879
,,,,,EQIV_STOXX50E,0,,,,,,parallel shift,0.05474
,,,,,EQIV_TOPX,0,,,,,,parallel shift,0.13963
,,,,,EQIV_WIG,0,,,,,,parallel shift,0.25534
,,,,,EQIV_ASE,0,,,,,,parallel shift,-0.049092
,,,,,EQIV_CECEEUR,0,,,,,,parallel shift,-0.37418
,,,,,EQIV_FBM100,0,,,,,,parallel shift,-0.6483
,,,,,EQIV_HFRXGLE,0,,,,,,parallel shift,-0.4059
,,,,,EQIV_MSDLWI,0,,,,,,parallel shift,-0.40095
,,,,,EQIV_MXEF,0,,,,,,parallel shift,-0.54582
,,,,,EQIV_MXEU,0,,,,,,parallel shift,-0.7038
,,,,,EQIV_MXLA,0,,,,,,parallel shift,-0.1404
,,,,,EQIV_MXME,0,,,,,,parallel shift,-0.3275
,,,,,EQIV_MXWO0IT,0,,,,,,parallel shift,-0.35754
,,,,,EQIV_NIFTY,0,,,,,,parallel shift,0.22906
,,,,,EQIV_OPALPACX,0,,,,,,parallel shift,-0.22706
,,,,,EQIV_RAAX,0,,,,,,parallel shift,-0.03024
,,,,,EQIV_SPEURO,0,,,,,,parallel shift,0.33899
,,,,,EQIV_TPXDDVD,0,,,,,,parallel shift,0.46434
,,,,,EQIV_XU100,0,,,,,,parallel shift,0.064258
,,,,,FX_AUD,0,,,,,,parallel shift,-0.09857
,,,,,FX_BGN,0,,,,,,parallel shift,0.27693
,,,,,FX_BRL,0,,,,,,parallel shift,-0.08473
,,,,,FX_CAD,0,,,,,,parallel shift,-0.030177
,,,,,FX_CHF,0,,,,,,parallel shift,0.02811
,,,,,FX_CLP,0,,,,,,parallel shift,-0.18942
,,,,,FX_CNY,0,,,,,,parallel shift,0.0024928
,,,,,FX_COP,0,,,,,,parallel shift,0.037148
,,,,,FX_CZK,0,,,,,,parallel shift,0.025651
,,,,,FX_DKK,0,,,,,,parallel shift,0.043661
,,,,,FX_GBP,0,,,,,,parallel shift,0.010187
,,,,,FX_HKD,0,,,,,,parallel shift,-0.0012487
,,,,,FX_HUF,0,,,,,,parallel shift,-0.31148
,,,,,FX_INR,0,,,,,,parallel shift,-0.01016
,,,,,FX_JPY,0,,,,,,parallel shift,0.15801
,,,,,FX_KRW,0,,,,,,parallel shift,-0.013548
,,,,,FX_MXN,0,,,,,,parallel shift,0.13605
,,,,,FX_MYR,0,,,,,,parallel shift,0.14138
,,,,,FX_NOK,0,,,,,,parallel shift,-0.016477
,,,,,FX_NZD,0,,,,,,parallel shift,0.048431
,,,,,FX_PEN,0,,,,,,parallel shift,0.10874
,,,,,FX_PLN,0,,,,,,parallel shift,0.040917
,,,,,FX_RON,0,,,,,,parallel shift,-0.02502
,,,,,FX_RUB,0,,,,,,parallel shift,0.19412
,,,,,FX_SEK,0,,,,,,parallel shift,0.0051988
,,,,,FX_THB,0,,,,,,parallel shift,-0.075341
,,,,,FX_TRY,0,,,,,,parallel shift,-0.096394
,,,,,FX_TWD,0,,,,,,parallel shift,0.074697
,,,,,FX_USD,0,,,,,,parallel shift,0.018708
,,,,,FXIV_AUD,0,,,,,,parallel shift,-0.082654
,,,,,FXIV_BGN,0,,,,,,parallel shift,-0.554
,,,,,FXIV_BRL,0,,,,,,parallel shift,0.63345
,,,,,FXIV_CAD,0,,,,,,parallel shift,0.14729
,,,,,FXIV_CHF,0,,,,,,parallel shift,0.30319
,,,,,FXIV_CLP,0,,,,,,parallel shift,-0.35081
,,,,,FXIV_CNY,0,,,,,,parallel shift,-0.7838
,,,,,FXIV_COP,0,,,,,,parallel shift,0.11465
,,,,,FXIV_CZK,0,,,,,,parallel shift,-1.2416
,,,,,FXIV_DKK,0,,,,,,parallel shift,0.72064
,,,,,FXIV_GBP,0,,,,,,parallel shift,-0.11371
,,,,,FXIV_HKD,0,,,,,,parallel shift,0.10244
,,,,,FXIV_HUF,0,,,,,,parallel shift,-0.22458
,,,,,FXIV_INR,0,,,,,,parallel shift,0.035722
,,,,,FXIV_JPY,0,,,,,,parallel shift,-1.0883
,,,,,FXIV_KRW,0,,,,,,parallel shift,-0.23827
,,,,,FXIV_MXN,0,,,,,,parallel shift,-0.15023
,,,,,FXIV_MYR,0,,,,,,parallel shift,-0.23528
,,,,,FXIV_NOK,0,,,,,,parallel shift,-0.50145
,,,,,FXIV_NZD,0,,,,,,parallel shift,-0.6017
,,,,,FXIV_PEN,0,,,,,,parallel shift,-0.911
,,,,,FXIV_PLN,0,,,,,,parallel shift,0.89867
,,,,,FXIV_RON,0,,,,,,parallel shift,-0.020096
,,,,,FXIV_RUB,0,,,,,,parallel shift,-0.39349
,,,,,FXIV_SEK,0,,,,,,parallel shift,-0.49368
,,,,,FXIV_THB,0,,,,,,parallel shift,0.18891
,,,,,FXIV_TRY,0,,,,,,parallel shift,-0.65777
,,,,,FXIV_TWD,0,,,,,,parallel shift,0.51883
,,,,,FXIV_USD,0,,,,,,parallel shift,-0.66127
,,,,,IR_AUDPC1,0,,,,,,parallel shift,1.7944
,,,,,IR_AUDPC2,0,,,,,,parallel shift,-0.65301
,,,,,IR_AUDPC3,0,,,,,,parallel shift,-0.0062038
,,,,,IR_AUDPC4,0,,,,,,parallel shift,0.029799
,,,,,IR_BGNPC1,0,,,,,,parallel shift,-3.508
,,,,,IR_BGNPC2,0,,,,,,parallel shift,0.56401
,,,,,IR_BGNPC3,0,,,,,,parallel shift,0.7889
,,,,,IR_BGNPC4,0,,,,,,parallel shift,0.10968
,,,,,IR_BRLPC1,0,,,,,,parallel shift,2.5341
,,,,,IR_BRLPC2,0,,,,,,parallel shift,-1.413
,,,,,IR_BRLPC3,0,,,,,,parallel shift,-0.11087
,,,,,IR_BRLPC4,0,,,,,,parallel shift,-0.027095
,,,,,IR_CADPC1,0,,,,,,parallel shift,-0.32905
,,,,,IR_CADPC2,0,,,,,,parallel shift,0.90213
,,,,,IR_CADPC3,0,,,,,,parallel shift,-0.0096842
,,,,,IR_CADPC4,0,,,,,,parallel shift,-0.053484
,,,,,IR_CHFPC1,0,,,,,,parallel shift,5.6318
,,,,,IR_CHFPC2,0,,,,,,parallel shift,-0.80104
,,,,,IR_CHFPC3,0,,,,,,parallel shift,-0.80976
,,,,,IR_CHFPC4,0,,,,,,parallel shift,-0.1111
,,,,,IR_CLPPC1,0,,,,,,parallel shift,-1.91
,,,,,IR_CLPPC2,0,,,,,,parallel shift,-1.1316
,,,,,IR_CLPPC3,0,,,,,,parallel shift,-0.09239
,,,,,IR_CLPPC4,0,,,,,,parallel shift,0.10429
,,,,,IR_CNYPC1,0,,,,,,parallel shift,2.8524
,,,,,IR_CNYPC2,0,,,,,,parallel shift,-0.71079
,,,,,IR_CNYPC3,0,,,,,,parallel shift,-1.0073
,,,,,IR_CNYPC4,0,,,,,,parallel shift,-0.19256
,,,,,IR_COPPC1,0,,,,,,parallel shift,0.55582
,,,,,IR_COPPC2,0,,,,,,parallel shift,0.40014
,,,,,IR_COPPC3,0,,,,,,parallel shift,-0.18029
,,,,,IR_COPPC4,0,,,,,,parallel shift,-0.01069
,,,,,IR_CZKPC1,0,,,,,,parallel shift,0.16858
,,,,,IR_CZKPC2,0,,,,,,parallel shift,0.33509
,,,,,IR_CZKPC3,0,,,,,,parallel shift,0.23864
,,,,,IR_CZKPC4,0,,,,,,parallel shift,-0.08094
,,,,,IR_DKKPC1,0,,,,,,parallel shift,-2.2554
,,,,,IR_DKKPC2,0,,,,,,parallel shift,0.63426
,,,,,IR_DKKPC3,0,,,,,,parallel shift,0.36435
,,,,,IR_DKKPC4,0,,,,,,parallel shift,0.18598
,,,,,IR_EURPC1,0,,,,,,parallel shift,0.92493
,,,,,IR_EURPC2,0,,,,,,parallel shift,-0.84532
,,,,,IR_EURPC3,0,,,,,,parallel shift,-0.39285
,,,,,IR_EURPC4,0,,,,,,parallel shift,0.2097
,,,,,IR_GBPPC1,0,,,,,,parallel shift,-1.7252
,,,,,IR_GBPPC2,0,,,,,,parallel shift,0.12542
,,,,,IR_GBPPC3,0,,,,,,parallel shift,-0.47102
,,,,,IR_GBPPC4,0,,,,,,parallel shift,0.077211
,,,,,IR_HKDPC1,0,,,,,,parallel shift,0.53876
,,,,,IR_HKDPC2,0,,,,,,parallel shift,-0.11552
,,,,,IR_HKDPC3,0,,,,,,parallel shift,-0.27772
,,,,,IR_HKDPC4,0,,,,,,parallel shift,-0.17179
,,,,,IR_HUFPC1,0,,,,,,parallel shift,0.17152
,,,,,IR_HUFPC2,0,,,,,,parallel shift,-0.86735
,,,,,IR_HUFPC3,0,,,,,,parallel shift,-0.23086
,,,,,IR_HUFPC4,0,,,,,,parallel shift,-0.14713
,,,,,IR_INRPC1,0,,,,,,parallel shift,2.4589
,,,,,IR_INRPC2,0,,,,,,parallel shift,-0.10513
,,,,,IR_INRPC3,0,,,,,,parallel shift,0.36311
,,,,,IR_INRPC4,0,,,,,,parallel shift,0.15154
,,,,,IR_JPYPC1,0,,,,,,parallel shift,3.3228
,,,,,IR_JPYPC2,0,,,,,,parallel shift,1.0683
,,,,,IR_JPYPC3,0,,,,,,parallel shift,-0.077119
,,,,,IR_JPYPC4,0,,,,,,parallel shift,-0.035744
,,,,,IR_KRWPC1,0,,,,,,parallel shift,-1.4476
,,,,,IR_KRWPC2,0,,,,,,parallel shift,-0.90661
,,,,,IR_KRWPC3,0,,,,,,parallel shift,0.040008
,,,,,IR_KRWPC4,0,,,,,,parallel shift,0.04296
,,,,,IR_MXNPC1,0,,,,,,parallel shift,1.9257
,,,,,IR_MXNPC2,0,,,,,,parallel shift,1.2719
,,,,,IR_MXNPC3,0,,,,,,parallel shift,-0.12034
,,,,,IR_MXNPC4,0,,,,,,parallel shift,-0.049545
,,,,,IR_MYRPC1,0,,,,,,parallel shift,0.88272
,,,,,IR_MYRPC2,0,,,,,,parallel shift,-0.33005
,,,,,IR_MYRPC3,0,,,,,,parallel shift,0.039621
,,,,,IR_MYRPC4,0,,,,,,parallel shift,-0.073669
,,,,,IR_NOKPC1,0,,,,,,parallel shift,1.4304
,,,,,IR_NOKPC2,0,,,,,,parallel shift,1.6352
,,,,,IR_NOKPC3,0,,,,,,parallel shift,0.086448
,,,,,IR_NOKPC4,0,,,,,,parallel shift,-0.10513
,,,,,IR_NZDPC1,0,,,,,,parallel shift,-1.024
,,,,,IR_NZDPC2,0,,,,,,parallel shift,-0.84008
,,,,,IR_NZDPC3,0,,,,,,parallel shift,0.050127
,,,,,IR_NZDPC4,0,,,,,,parallel shift,0.069948
,,,,,IR_PENPC1,0,,,,,,parallel shift,1.2326
,,,,,IR_PENPC2,0,,,,,,parallel shift,0.90714
,,,,,IR_PENPC3,0,,,,,,parallel shift,-0.030509
,,,,,IR_PENPC4,0,,,,,,parallel shift,-0.10542
,,,,,IR_PLNPC1,0,,,,,,parallel shift,0.51196
,,,,,IR_PLNPC2,0,,,,,,parallel shift,-0.37059
,,,,,IR_PLNPC3,0,,,,,,parallel shift,0.086744
,,,,,IR_PLNPC4,0,,,,,,parallel shift,0.010902
,,,,,IR_RONPC1,0,,,,,,parallel shift,0.70255
,,,,,IR_RONPC2,0,,,,,,parallel shift,0.001828
,,,,,IR_RONPC3,0,,,,,,parallel shift,-0.063451
,,,,,IR_RONPC4,0,,,,,,parallel shift,-0.10192
,,,,,IR_RUBPC1,0,,,,,,parallel shift,3.291
,,,,,IR_RUBPC2,0,,,,,,parallel shift,-0.77106
,,,,,IR_RUBPC3,0,,,,,,parallel shift,0.074247
,,,,,IR_RUBPC4,0,,,,,,parallel shift,0.28768
,,,,,IR_SEKPC1,0,,,,,,parallel shift,-1.2526
,,,,,IR_SEKPC2,0,,,,,,parallel shift,0.34223
,,,,,IR_SEKPC3,0,,,,,,parallel shift,0.76344
,,,,,IR_SEKPC4,0,,,,,,parallel shift,0.26732
,,,,,IR_THBPC1,0,,,,,,parallel shift,-4.615
,,,,,IR_THBPC2,0,,,,,,parallel shift,-0.69013
,,,,,IR_THBPC3,0,,,,,,parallel shift,0.076798
,,,,,IR_THBPC4,0,,,,,,parallel shift,0.030377
,,,,,IR_TRYPC1,0,,,,,,parallel shift,-0.4945
,,,,,IR_TRYPC2,0,,,,,,parallel shift,0.84526
,,,,,IR_TRYPC3,0,,,,,,parallel shift,0.066839
,,,,,IR_TRYPC4,0,,,,,,parallel shift,0.057796
,,,,,IR_TWDPC1,0,,,,,,parallel shift,1.5438
,,,,,IR_TWDPC2,0,,,,,,parallel shift,0.8083
,,,,,IR_TWDPC3,0,,,,,,parallel shift,0.24095
,,,,,IR_TWDPC4,0,,,,,,parallel shift,-0.065067
,,,,,IR_USDPC1,0,,,,,,parallel shift,-1.2367
,,,,,IR_USDPC2,0,,,,,,parallel shift,-1.6725
,,,,,IR_USDPC3,0,,,,,,parallel shift,0.37184
,,,,,IR_USDPC4,0,,,,,,parallel shift,0.29008
,,,,,IRIV_AUD,0,,,,,,parallel shift,-0.091141
,,,,,IRIV_BGN,0,,,,,,parallel shift,0.83385
,,,,,IRIV_BRL,0,,,,,,parallel shift,0.040167
,,,,,IRIV_CAD,0,,,,,,parallel shift,0.068018
,,,,,IRIV_CHF,0,,,,,,parallel shift,0.10947
,,,,,IRIV_CLP,0,,,,,,parallel shift,-0.26551
,,,,,IRIV_CNY,0,,,,,,parallel shift,-0.6416
,,,,,IRIV_COP,0,,,,,,parallel shift,-0.18178
,,,,,IRIV_CZK,0,,,,,,parallel shift,0.44211
,,,,,IRIV_DKK,0,,,,,,parallel shift,0.28129
,,,,,IRIV_EUR,0,,,,,,parallel shift,-0.022233
,,,,,IRIV_GBP,0,,,,,,parallel shift,-0.40489
,,,,,IRIV_HKD,0,,,,,,parallel shift,0.52333
,,,,,IRIV_HUF,0,,,,,,parallel shift,0.19248
,,,,,IRIV_INR,0,,,,,,parallel shift,0.15165
,,,,,IRIV_JPY,0,,,,,,parallel shift,-0.41542
,,,,,IRIV_KRW,0,,,,,,parallel shift,-0.3464
,,,,,IRIV_MXN,0,,,,,,parallel shift,0.24433
,,,,,IRIV_MYR,0,,,,,,parallel shift,-0.25978
,,,,,IRIV_NOK,0,,,,,,parallel shift,0.43919
,,,,,IRIV_NZD,0,,,,,,parallel shift,-0.052294
,,,,,IRIV_PEN,0,,,,,,parallel shift,-0.12587
,,,,,IRIV_PLN,0,,,,,,parallel shift,-0.23362
,,,,,IRIV_RON,0,,,,,,parallel shift,0.55496
,,,,,IRIV_RUB,0,,,,,,parallel shift,-0.51985
,,,,,IRIV_SEK,0,,,,,,parallel shift,-0.35699
,,,,,IRIV_THB,0,,,,,,parallel shift,0.19216
,,,,,IRIV_TRY,0,,,,,,parallel shift,0.077984
,,,,,IRIV_TWD,0,,,,,,parallel shift,0.3876
,,,,,IRIV_USD,0,,,,,,parallel shift,0.16938
,,,,,BF_BCOPC3A2,0,,,,,,parallel shift,-0.16064
,,,,,BF_BCOPC3A8,0,,,,,,parallel shift,-0.078593
,,,,,BF_EUG4TR,0,,,,,,parallel shift,0.14533
,,,,,BF_EURAGG_EUR_HEDG,0,,,,,,parallel shift,-0.034171
,,,,,BF_EURAGG_EUR_UNHEDG,0,,,,,,parallel shift,0.11507
,,,,,BF_GLOBCRED_AUD_HEDG,0,,,,,,parallel shift,0.069648
,,,,,BF_INGRASCLX,0,,,,,,parallel shift,0.053404
,,,,,BF_JGENVUEG,0,,,,,,parallel shift,-0.23404
,,,,,BF_JNEU1R3,0,,,,,,parallel shift,-0.041752
,,,,,BF_KISKGA2Y,0,,,,,,parallel shift,-0.041206
,,,,,BF_LVACLC,0,,,,,,parallel shift,0.012445
,,,,,BF_LVACLG,0,,,,,,parallel shift,-0.03363
,,,,,BF_MAXIDX,0,,,,,,parallel shift,0.37586
,,,,,BF_MAXRMAX,0,,,,,,parallel shift,-0.0096114
,,,,,BF_PANEURAGG_EUR_UNHEDG,0,,,,,,parallel shift,-0.017409
,,,,,BF_PANEURHY_EUR_HEDG,0,,,,,,parallel shift,0.1163
,,,,,BF_PDGATR,0,,,,,,parallel shift,-0.0070628
,,,,,BF_SBJYL,0,,,,,,parallel shift,0.057537
,,,,,BF_SBWGNJYC,0,,,,,,parallel shift,0.058926
,,,,,BF_SBWGNJYU,0,,,,,,parallel shift,-0.12079
,,,,,BF_SPCBCR,0,,,,,,parallel shift,-0.020122
,,,,,BF_USAGG_USD_UNHEDG,0,,,,,,parallel shift,0.088039
,,,,,BF_USCORPHY_EUR_HEDG,0,,,,,,parallel shift,0.04687
,,,,,BFIV_BCOPC3A2,0,,,,,,parallel shift,-0.16239
,,,,,BFIV_BCOPC3A8,0,,,,,,parallel shift,0.042083
,,,,,BFIV_EUG4TR,0,,,,,,parallel shift,-0.43139
,,,,,BFIV_EURAGG_EUR_HEDG,0,,,,,,parallel shift,0.70101
,,,,,BFIV_EURAGG_EUR_UNHEDG,0,,,,,,parallel shift,-0.053696
,,,,,BFIV_GLOBCRED_AUD_HEDG,0,,,,,,parallel shift,-0.21175
,,,,,BFIV_JGENVUEG,0,,,,,,parallel shift,-0.1607
,,,,,BFIV_JNEU1R3,0,,,,,,parallel shift,-0.24258
,,,,,BFIV_KISKGA2Y,0,,,,,,parallel shift,0.27154
,,,,,BFIV_LVACLC,0,,,,,,parallel shift,-0.78143
,,,,,BFIV_LVACLG,0,,,,,,parallel shift,0.25513
,,,,,BFIV_MAXIDX,0,,,,,,parallel shift,-0.05006
,,,,,BFIV_MAXRMAX,0,,,,,,parallel shift,0.66127
,,,,,BFIV_PANEURAGG_EUR_UNHEDG,0,,,,,,parallel shift,-0.081197
,,,,,BFIV_PDGATR,0,,,,,,parallel shift,0.16247
,,,,,BFIV_SBJYL,0,,,,,,parallel shift,0.0063235
,,,,,BFIV_SBWGNJYC,0,,,,,,parallel shift,-0.19753
,,,,,BFIV_SBWGNJYU,0,,,,,,parallel shift,-0.032507
,,,,,BFIV_SPCBCR,0,,,,,,parallel shift,-0.052641
,,,,,BFIV_USAGG_USD_UNHEDG,0,,,,,,parallel shift,0.10364
,,,,,RE_BELGIUM,0,,,,,,parallel shift,0.099191
,,,,,RE_CEE,0,,,,,,parallel shift,-0.053103
,,,,,RE_FRANCE,0,,,,,,parallel shift,-0.1481
,,,,,RE_GERMANY,0,,,,,,parallel shift,0.059461
,,,,,RE_ITALY,0,,,,,,parallel shift,-0.10056
,,,,,RE_NETHERLANDS,0,,,,,,parallel shift,-0.016245
,,,,,RE_NORDICS,0,,,,,,parallel shift,0.14423
,,,,,RE_PORTUGAL,0,,,,,,parallel shift,-0.10917
,,,,,RE_SPAIN,0,,,,,,parallel shift,0.035462
,,,,,RE_UK,0,,,,,,parallel shift,0.035929
,,,,,REIV_ELHK,0,,,,,,parallel shift,-2.693
,,,,,REIV_ELUK,0,,,,,,parallel shift,1.7537
,,,,,REIV_EPGR,0,,,,,,parallel shift,2.267
,,,,,REIV_EPNL,0,,,,,,parallel shift,0.34278
,,,,,REIV_RMS,0,,,,,,parallel shift,1.1831
,,,,,INFRLZ_CZK,0,,,,,,parallel shift,0.044469
,,,,,INFEXP_CZK,0,,,,,,parallel shift,0.0058842
,,,,,INFRLZ_EUR,0,,,,,,parallel shift,-0.016278
,,,,,INFEXP_EUR,0,,,,,,parallel shift,-0.015634
,,,,,INFRLZ_HUF,0,,,,,,parallel shift,0.051979
,,,,,INFEXP_HUF,0,,,,,,parallel shift,-0.02504
,,,,,INFRLZ_KRW,0,,,,,,parallel shift,-0.019841
,,,,,INFEXP_KRW,0,,,,,,parallel shift,0.021705
,,,,,INFRLZ_PLN,0,,,,,,parallel shift,0.011742
,,,,,INFEXP_PLN,0,,,,,,parallel shift,-0.022545
,,,,,INFRLZ_RON,0,,,,,,parallel shift,0.0035686
,,,,,INFEXP_RON,0,,,,,,parallel shift,-0.015842
,,,,,CS_EUROZONE_FINANCIALS,0,,,,,,parallel shift,-0.36586
,,,,,CS_EUROZONE_NONFINANCIALS,0,,,,,,parallel shift,-0.20423
,,,,,CS_US_AND_REST_OF_WORLD,0,,,,,,parallel shift,1.7546
,,,,,CS_ASIA,0,,,,,,parallel shift,-0.22084
,,,,,CS_EUROZONE_NONDOMESTIC_SOVEREIGNS,0,,,,,,parallel shift,0.14722
,,,,,CS_EUROZONE_STRUCTUREDCREDIT,0,,,,,,parallel shift,-0.18069
,,,,,ILP_EUR,0,,,,,,parallel shift,-0.0067205
,,,,,ILP_US,0,,,,,,parallel shift,-0.001206
,,,,,ULP_JP,0,,,,,,parallel shift,-2.54E-05
,,,,,ILP_HK,0,,,,,,parallel shift,0.011471
,,SSMC_48,1,,,,,,,,,,
,,,,,EQ_4GSPC,0,,,,,,parallel shift,0.13524
,,,,,EQ_AEX,0,,,,,,parallel shift,-0.15029
,,,,,EQ_AMX,0,,,,,,parallel shift,0.5157
,,,,,EQ_ASCX,0,,,,,,parallel shift,0.099295
,,,,,EQ_BETFI,0,,,,,,parallel shift,0.50615
,,,,,EQ_BETI,0,,,,,,parallel shift,-0.26783
,,,,,EQ_BUX,0,,,,,,parallel shift,-0.00095639
,,,,,EQ_CEMU_USD,0,,,,,,parallel shift,0.093659
,,,,,EQ_CIEU,0,,,,,,parallel shift,-0.06642
,,,,,EQ_CIJP_USD,0,,,,,,parallel shift,0.011172
,,,,,EQ_CIKK_USD,0,,,,,,parallel shift,0.52959
,,,,,EQ_FTSE,0,,,,,,parallel shift,0.31563
,,,,,EQ_HSI,0,,,,,,parallel shift,-0.26386
,,,,,EQ_IBEX,0,,,,,,parallel shift,0.56452
,,,,,EQ_IXIC,0,,,,,,parallel shift,0.018754
,,,,,EQ_KLSE,0,,,,,,parallel shift,-0.48595
,,,,,EQ_KS11,0,,,,,,parallel shift,-0.18526
,,,,,EQ_MSCIWO,0,,,,,,parallel shift,-0.035798
,,,,,EQ_MSDUEAFE,0,,,,,,parallel shift,0.40039
,,,,,EQ_MSEUEGF,0,,,,,,parallel shift,-0.1929
,,,,,EQ_N100,0,,,,,,parallel shift,0.29247
,,,,,EQ_N225,0,,,,,,parallel shift,0.24671
,,,,,EQ_NDX,0,,,,,,parallel shift,-0.20442
,,,,,EQ_PX,0,,,,,,parallel shift,0.084752
,,,,,EQ_RUX,0,,,,,,parallel shift,0.29687
,,,,,EQ_SETI,0,,,,,,parallel shift,-0.026533
,,,,,EQ_SPX,0,,,,,,parallel shift,-0.19938
,,,,,EQ_SSEC,0,,,,,,parallel shift,0.10809
,,,,,EQ_STOXX50E,0,,,,,,parallel shift,0.1138
,,,,,EQ_TOPX,0,,,,,,parallel shift,-0.0048833
,,,,,EQ_WIG,0,,,,,,parallel shift,0.12747
,,,,,EQ_ASE,0,,,,,,parallel shift,-0.82305
,,,,,EQ_CECEEUR,0,,,,,,parallel shift,0.053191
,,,,,EQ_EMUMIDCAP,0,,,,,,parallel shift,0.098831
,,,,,EQ_FBM100,0,,,,,,parallel shift,0.39364
,,,,,EQ_HFRXEW,0,,,,,,parallel shift,0.073731
,,,,,EQ_HFRXGLE,0,,,,,,parallel shift,-0.079667
,,,,,EQ_MSDLWI,0,,,,,,parallel shift,-0.014088
,,,,,EQ_MXEF,0,,,,,,parallel shift,0.34947
,,,,,EQ_MXEU,0,,,,,,parallel shift,-0.14223
,,,,,EQ_MXLA,0,,,,,,parallel shift,0.13697
,,,,,EQ_MXME,0,,,,,,parallel shift,0.46795
,,,,,EQ_MXWO0IT,0,,,,,,parallel shift,-0.0098231
,,,,,EQ_NIFTY,0,,,,,,parallel shift,0.5455
,,,,,EQ_OPALPACX,0,,,,,,parallel shift,-0.021475
,,,,,EQ_RAAX,0,,,,,,parallel shift,0.019621
